activity_id,smiles,standard_value,scaffold,split
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,17.0,O=c1[nH]c2cccc(CCNCCc3cccc(CNCCc4ccccc4)c3)c2s1,train
CHEMBL1605684,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,33.11,O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccccc1,train
CHEMBL1934426,Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.0,O=S(=O)(Nc1ccnn1C1CCOCC1)c1ccc(C2CC2)cc1,train
CHEMBL1738840,COc1ccnc(CCc2nc3cccnc3[nH]2)c1,3.0,c1ccc(CCc2nc3cccnc3[nH]2)nc1,train
CHEMBL564737,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,3.0,O=C(NCC1CCCCCC1)c1cccc(-c2ccccc2)c1,train
CHEMBL480208,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,103.0,O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccn3)CC1)C2,train
CHEMBL1778622,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,134.0,c1ccc(-c2ccccc2)cc1,test
CHEMBL112,CC(=O)Nc1ccc(O)cc1,3.0,c1ccccc1,train
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.0,c1ccc(Cc2cncnc2)cc1,test
CHEMBL2158821,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2207663,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,train
CHEMBL2071614,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,3.0,c1ccc(Nc2nc3ccccc3[nH]2)cc1,test
CHEMBL440405,CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,3.0,c1ccc(-c2cc3ccccc3[nH]2)cc1,train
CHEMBL1917450,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,3.0,O=S(=O)(c1ccccc1)c1c[nH]c2ccccc12,train
CHEMBL1917458,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,3.0,c1ccc(Oc2c[nH]c3ccccc23)cc1,train
CHEMBL1689134,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,3.0,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,test
CHEMBL1689130,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,3.0,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,train
CHEMBL1689114,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1,3.0,O=S(=O)(c1ccccc1)N1CCCN(Cc2ccccc2)CC1,train
CHEMBL1194759,CCCC1CCCCC(N)=N1,3.0,C1=NCCCCC1,train
CHEMBL2171025,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,O=C(c1ccc(-c2noc(=O)[nH]2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,test
CHEMBL2158770,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2158824,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.0,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,train
CHEMBL1082983,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,3.0,c1ccc2c(c1)ncc1nc[nH]c12,train
CHEMBL2158838,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2208429,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c2ccccc12,train
CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.0,O=C(c1ccccc1)c1cccs1,test
CHEMBL212777,Cc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,4.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL180184,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.0,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,test
CHEMBL213495,Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O,3.0,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,train
CHEMBL1738761,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,4.0,c1ccc(COc2ccccc2)cc1,train
CHEMBL2158826,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,train
CHEMBL205133,Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1,3.0,O=C(c1ccccc1)c1cnn(-c2ccccc2)c1,train
CHEMBL1916287,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.0,O=S(=O)(Nc1ccnn1-c1ccccc1)c1cccnc1,train
CHEMBL2332936,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,3.0,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,train
CHEMBL2158780,Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL398295,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,3.0,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,train
CHEMBL398338,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,8.32,O=C(Nc1cccc2[nH]ncc12)NC1CCc2ccccc21,train
CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,9.0,c1ccc(Nc2ccccc2)cc1,train
CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,97.72,C1=CC(c2ccccc2)c2cnccc2N1,train
CHEMBL182682,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,112.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL1829876,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,128.82,O=C(CNS(=O)(=O)c1ccccc1)N(Cc1ccc(C2CCCCC2)cc1)c1ccccc1,valid
CHEMBL379866,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,3.0,c1ccc(-c2ncoc2-c2ccc3nncn3c2)cc1,train
CHEMBL1409708,CN(C)c1ccnc2sc(C(N)=O)c(N)c12,3.0,c1cnc2sccc2c1,test
CHEMBL1892766,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O,3.0,O=c1ccn(Cc2ccco2)c(=O)[nH]1,train
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,4.0,O=C(c1ccccc1)c1ccc[nH]1,train
CHEMBL182380,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.0,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,test
CHEMBL256963,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,3.0,c1cc(NC2CNC2)nc(-c2cnc3ccccn23)c1,train
CHEMBL1082376,CCCCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,3.0,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,valid
CHEMBL2158839,O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,4.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL38182,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,23.0,O=C(Nc1ccccc1)Nc1cccc2[nH]nnc12,train
CHEMBL2180612,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,9.12,O=C1CCCC2=C1C(c1ccc(-c3ccccc3)cc1)C=CN2,train
CHEMBL480601,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,75.0,O=C1CC2CCC1(CS(=O)(=O)NC1CCN(c3ccccn3)CC1)C2,train
CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,14.0,O=C1COc2c(CCNCCc3ccccc3)cccc2N1,valid
CHEMBL1917441,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,12.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL219861,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,30.0,O=C(c1c(Cc2ccnc3ccccc23)sc2[nH]c(=O)[nH]c(=O)c12)N1CCCO1,train
CHEMBL1631889,C(#Cc1n[nH]c2ccccc12)c1ccccc1,35.0,C(#Cc1n[nH]c2ccccc12)c1ccccc1,train
CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,17.78,c1ccc(Cn2ncc3ccccc32)cc1,train
CHEMBL2207286,CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,86.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL217943,O=C(NCc1ccccc1)c1ccc2cccnc2c1O,49.0,O=C(NCc1ccccc1)c1ccc2cccnc2c1,train
CHEMBL569738,Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,34.67,c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,train
CHEMBL414017,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,35.0,c1ccc(CNc2ccc3ncncc3c2)cc1,train
CHEMBL435859,OB1c2ccccc2N=C(S)N1c1cccnc1,14.79,B1c2ccccc2N=CN1c1cccnc1,train
CHEMBL570899,Cc1cc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,15.85,c1cnc(CNc2cncc(Nc3cc[nH]n3)n2)nc1,train
CHEMBL1645135,C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,15.85,O=C(NCc1ccccc1)c1cccc2c1N(Cc1ccccc1)CC2,train
CHEMBL576981,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,23.44,O=C1CC2CC(SC3CN(C4=NCCS4)C3)=CN12,train
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,23.5,c1ccc(-c2ccccc2)cc1,test
CHEMBL16073,CCOc1ccc(NC(C)=O)cc1,24.55,c1ccccc1,train
CHEMBL496929,O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,10.72,O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,train
CHEMBL345937,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,13.8,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,valid
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,30.5,c1ccc2nc3c(cc2c1)CCCC3,train
CHEMBL522460,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,24.0,O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,train
CHEMBL444884,NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,31.0,c1ccc(-c2cccs2)cc1,valid
CHEMBL1221660,CCOC(=O)N1CCC(Nc2cc(Cl)ccn2)CC1,34.0,c1ccc(NC2CCNCC2)nc1,valid
CHEMBL1916281,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,31.0,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,train
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,79.0,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,train
CHEMBL1308362,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2c1,79.43,O=C(CSc1nnc2ccc3ccccc3n12)N1CCN(C(=O)c2ccco2)CC1,train
CHEMBL2207281,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,6.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL2207671,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,6.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL282625,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,7.0,C(=Cc1cccc2sccc12)c1ccc2c(c1)OCO2,train
CHEMBL1951909,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,7.5,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCNCC2)CC1,train
CHEMBL2216902,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,20.42,O=S1(=O)CCC(N2CC(Oc3nc4c(N5CCOCC5)nc(-n5cnc6ccccc65)nc4[nH]3)C2)CC1,test
CHEMBL1921939,C[C@@](C(=O)O[C@H]1C[N+]2(CCOCCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,102.0,O=C(OC1C[N+]2(CCOCCc3ccccc3)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL2147033,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,114.82,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,train
CHEMBL1221702,C[C@H]1CN=C(N)c2sccc2O1,7.0,C1=NCCOc2ccsc21,train
CHEMBL1807827,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,8.0,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,train
CHEMBL481230,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO,27.54,c1ccc(Nc2ccnc3ccccc23)cc1,train
CHEMBL1917425,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,3.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,valid
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,3.0,O=C(Nc1cccc(C(=O)Nc2ccon2)c1)c1cnn(-c2ccccc2)c1,train
CHEMBL2207660,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,3.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1,train
CHEMBL1761322,CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,3.0,c1ccc(-c2nnc(C34CCC(CC3)CC4)[nH]2)cc1,test
CHEMBL198114,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NS(C)(=O)=O)cc2)CC1,3.0,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,train
CHEMBL217899,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,22.0,c1csc(-c2nnc3n2CCc2cnn(C4CCCC4)c2-3)c1,valid
CHEMBL274737,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,8.71,c1ccc(CSc2ncc3scnc3n2)cc1,train
CHEMBL403313,CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,8.86,c1ccc(-c2cc3ccccc3[nH]2)cc1,train
CHEMBL2158836,O=C(O)[C@@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,3.0,c1ccoc1,train
CHEMBL2158793,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,3.0,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,test
CHEMBL2216830,C=CC(=O)Nc1cccc(CN2C(=O)N(c3c(Cl)c(OC)cc(OC)c3Cl)Cc3cnc(NCCCCN(CC)CC)nc32)c1,87.1,O=C1N(c2ccccc2)Cc2cncnc2N1Cc1ccccc1,train
CHEMBL1425658,c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1,99.0,c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1,train
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,123.03,c1ccc(CNc2ncnc3[nH]cnc23)cc1,train
CHEMBL1916286,Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,14.0,O=S(=O)(Nc1ccnn1-c1ccccc1)C1CCCCC1,test
CHEMBL249584,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccccc4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,3.0,c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,train
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,3.0,O=S(=O)(Nc1ccno1)c1ccccc1,train
CHEMBL1916266,CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1,3.0,O=S(=O)(Nc1ccnn1-c1ccccn1)c1ccccc1,valid
CHEMBL193544,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,22.0,c1ccc(COc2ccc(Nc3ncnc4cccc(OC5CCNCC5)c34)cc2)nc1,train
CHEMBL188705,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,103.0,c1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1,train
CHEMBL1188966,CN(C)c1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,117.49,O=S(=O)(NCC1CCC(CNc2ncc3ccccc3n2)CC1)c1ccccc1,test
CHEMBL2164670,COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,127.0,O=C(NCc1ccccc1)C1CCCCC1C(=O)N1CCN(Cc2ccccc2)CC1,train
CHEMBL168634,Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,14.13,O=S(=O)(c1ccccc1)N1Bc2ccccc2C=N1,train
CHEMBL1468936,CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12,150.0,c1ccc(-c2cn3ccccc3n2)cc1,train
CHEMBL1934266,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,7.5,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,test
CHEMBL66089,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,7.59,c1ccc(-c2cc(-c3ccc(N4CCOCC4)nc3)nc3ncncc23)cc1,train
CHEMBL383696,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,7.0,O=c1[nH]c(=O)c2c(SC3CCCC3)c(Cc3ccccc3)sc2[nH]1,train
CHEMBL1921926,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1,38.0,O=C(OC1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)C(c1ccccc1)N1CCCCC1,train
CHEMBL1963231,CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1,42.0,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,train
CHEMBL1835918,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,26.33,c1cnnc(N2CC(COc3ccc(-c4ncon4)cc3)C2)c1,train
CHEMBL1951893,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,26.33,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,train
CHEMBL212521,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,28.67,c1ccc(-c2ccccc2)cc1,test
CHEMBL1384203,CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,30.5,c1ccc(CCNCC23CC4CC(CC(C4)C2)C3)cc1,train
CHEMBL110999,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,35.0,c1ccc(CCOCCOCCCNCCc2cccc3ncsc23)cc1,train
CHEMBL392559,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,13.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CC3CC2CN3)c1,train
CHEMBL2207672,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,13.0,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,valid
CHEMBL280148,CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12,11.0,c1ccc2nc(-c3ccc(N4CCNCC4)cc3)ccc2c1,train
CHEMBL560241,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,12.0,O=C(NCC1CCCCCC1)c1cccc(-c2cc[nH]n2)c1,train
CHEMBL235789,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,18.0,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(CN2CCNCC2)c1,train
CHEMBL1934415,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCCC2)cc1,33.0,O=S(=O)(Nc1ccnn1C1CCCCC1)c1ccccc1,train
CHEMBL1222381,O=C(NC1CC1)c1cc(-c2cccs2)on1,38.9,O=C(NC1CC1)c1cc(-c2cccs2)on1,train
CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,56.0,O=C(NCc1ccccc1)Nc1nccs1,train
CHEMBL1089518,CCCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)O)c3)c2n1,3.0,O=c1[nH]c2cncnc2n1Cc1ccccc1,train
CHEMBL1916084,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1,60.0,O=C(NC1CCCCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,train
CHEMBL257025,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]ncc12,14.0,c1ccc(CSc2ncc3cn[nH]c3n2)cc1,train
CHEMBL315970,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,14.0,O=c1[nH]c(=O)c2cn(Cc3cccc4ccccc34)cc2[nH]1,train
CHEMBL2171017,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,50.5,O=C(NCCN1CCN(Cc2ccccc2)CC1)c1ccccc1,train
CHEMBL1916278,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,6.0,O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,valid
CHEMBL143305,Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,66.07,c1cc(CCCOc2ccc(C3=NCCO3)cc2)on1,train
CHEMBL2031221,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,14.0,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1cccc(N2CCOCC2)c1,valid
